Patient_ID	GRB2	HRAS	ITCH	JUN	KRAS	LATS1	LATS2	LIMK1	LIMK2	MAP2K1	MAP2K2	MAPK1	MAPK3	MP	MYC	Metastasis	Microtubule_polimerization	NFE2L2	NR4A3	NRAS	Neuron_migration	mTORC1	mTORC2	PI3K	TSC	SOS1	SPART	SRC	STMN1	SYN1	TTL	Tubulin	WWP1	WWTR1	YAP1	YES1	ERBB2	ERBB3	ERBB4	FOXO	FUS	F_actin_dynamics	GIT1	GNA13	PAK1	PAK2	PAK3	PAK4	PDPK1	PLCG1	PPP1R12A	PPP1R12B	PRKACA	PRKCA	PRKCB	PRKCG	PRKCZ	PTEN	PTK2B	PTPN11	Proliferation	Protein_synthesis	RAC1	RAF1	RHEB	RHOA	ROCK1	ROCK2	RPS6KA1	SHC1	SIRT1	SNAI1	AKT1	AKT2	AKT3	AMOTL2	ARAF	ARHGEF1	ARHGEF11	ARHGEF12	ARHGEF6	ATF2	Actin_cytoskeleton_reorganization	Apoptosis	BAD	BCL2	BCL2L1	BRAF	CDC25B	CDC42	CDC42BPA	CDK1	CFL1	CFL2	CREB1	CTNNB1	CTTN	Cell_migration	DEPTOR	EGFR	EIF4E	EIF4EBP1	EPHA2
GSM2262113	0.840158	0.003669	0.267701	0.929414	0.029279	0.983922	0.061353	0.98654	0.985902	0.049826	0.669261	0.972981	0.972914	0.169275	0.15193	1.000001	0.011393	0.677043	0.990093	0.153694	0.011199	0.9821	0.9852	0.0	0.0005	0.01627	0.9429	0.009187	0.01686	0.001	0.9874	0.0117	0.9429	0.853234	0.968147	0.9984	0.690324	0.869095	0.0023	0.001	0.003522	0.411577	0.842292	0.4956	0.00751	0.861401	0.0017	0.00335	0.660848	0.320141	0.0002	0.16765	0.0022	0.020581	0.498781	0.65207	0.656416	0.00046	0.0003	0.0109	1.0	0.542966	0.866789	0.016121	0.9893	0.4945	0.664964	0.4946	0.991322	0.915182	0.9998	0.0	0.0021	0.0	0.387887	0.0091	0.151596	0.0	0.300603	0.4956	0.840847	0.974836	0.923473	0.0	0.993795	2.3e-05	0.0	0.0009	0.9934	0.0032	0.0025	0.9988	0.00167	0.411327	0.9915	0.997445	0.007576	0.830701	0.0	0.0	0.551133	0.447751	0.9984
GSM2261538	0.987362	0.0002	0.5888	0.9831	0.0001	0.900784	0.021009	0.9976	0.998633	0.0001	0.943053	0.971438	0.97146	0.018039	0.135667	0.999801	0.0016	0.985301	0.956013	0.027946	0.0015	0.529471	0.783668	0.0121	0.0	0.026414	0.0756	0.009977	0.003337	0.502604	0.998506	0.0016	0.075438	0.0078	0.094994	0.999401	0.396871	0.811202	0.033878	0.0001	0.0057	0.0073	0.81447	0.906302	0.477762	0.8185	0.036385	0.013701	0.986016	0.003537	0.007966	0.0149	0.0076	0.254667	0.99	0.9871	0.990812	0.0	0.005142	0.0026	0.999799	0.855203	0.808144	0.0266	0.998999	0.899744	0.98078	0.902999	0.999799	0.553907	0.999699	0.0	0.007	0.011332	0.984901	0.009754	0.259047	0.057238	0.730882	0.906301	0.805112	0.508232	0.992801	0.0002	0.662281	0.637835	0.0007	0.007196	0.999101	0.0124	0.012248	0.999301	0.0	0.0076	0.999769	1.000001	0.485505	0.982301	0.001382	0.011637	0.864922	0.0	0.999101
GSM2261875	0.9993	0.0	0.9727	0.974944	0.306882	0.964152	0.006951	0.992193	0.992558	0.0001	0.959817	0.9996	0.9996	0.0004	0.150019	1.0	0.0002	0.9985	0.9391	0.034479	0.0002	0.711863	0.751814	0.0008	0.0	0.0003	0.7098	0.0007	0.0001	0.0024	0.999799	0.0001	0.7104	0.260717	0.479263	0.999499	0.7135	0.7939	0.0003	0.0001	0.051525	0.0002	0.9866	0.9825	0.0003	0.796012	0.0018	0.0015	0.999799	0.082257	0.0001	0.0003	0.0003	0.966031	0.999799	0.996499	0.999799	0.0	0.0008	0.0006	1.0	0.746115	0.9864	0.0005	1.0	0.9821	0.9997	0.982	0.9998	0.9937	1.0	0.0	0.0002	0.0011	0.999797	0.001634	0.03533	0.930353	0.94339	0.925778	0.986597	0.999597	0.999797	0.0	0.999697	0.645909	0.0	0.0	0.9998	0.0013	0.049526	0.9999	0.0031	0.0002	0.9998	1.0	0.0003	0.9996	0.0	0.0008	0.793666	0.0	0.9994
synth_30_Group_4	0.999799	0.0	0.5677	0.75768	0.0	0.834551	0.026399	0.980338	0.981802	0.00073	0.973143	0.988588	0.989189	0.029162	0.143841	0.999699	0.005776	0.976781	0.998864	0.0004	0.005957	0.9995	0.9595	0.0003	0.0002	0.007771	0.2756	0.0069	0.007022	0.142606	0.99131	0.006838	0.2756	0.034801	0.03931	0.987781	0.8133	0.948821	0.008465	0.0002	0.0	0.029333	0.8429	0.7231	0.0089	0.845062	0.0127	0.009809	0.973598	0.366793	0.0016	0.028298	0.0003	0.851723	0.976298	0.990598	0.974498	0.010501	0.503093	0.0	0.999698	0.999898	0.847583	0.007799	0.999698	0.722898	0.973434	0.722898	0.997626	0.885869	0.995898	0.0	0.0003	0.0003	0.967899	0.006687	0.0136	0.636355	0.7231	0.7231	0.845801	0.981399	0.980257	0.0003	0.989947	0.0003	0.005759	0.006102	0.999636	0.009	0.0135	0.9945	0.0	0.0293	0.997718	0.998	0.009884	0.9698	0.0	0.0002	0.9998	0.0003	0.996362
GSM2261632	0.923401	0.0002	0.7151	0.89097	0.0002	0.986888	0.0	0.9928	0.992	0.012806	0.664223	0.839985	0.83875	0.044403	0.213198	0.999999	0.014561	0.961082	0.991628	0.31183	0.014406	0.925663	0.9974	0.0	0.0001	0.152102	0.772299	0.114585	0.018609	0.249245	0.985691	0.014404	0.772299	0.060277	0.066697	0.992012	0.538749	0.542935	0.165459	0.000973	0.21858	0.0483	0.772923	0.6442	0.154738	0.784209	0.093294	0.095371	0.956502	0.009092	0.001101	0.044105	0.0	0.360332	0.953855	0.954526	0.953902	0.387866	0.001002	0.190824	1.000001	0.7752	0.772481	0.158953	1.000001	0.657987	0.957066	0.808763	0.9886	0.529562	0.991601	0.0	0.0	0.0	0.974097	0.0009	0.19567	0.039451	0.644199	0.657574	0.772222	0.819092	0.973653	0.0	0.763574	0.001502	0.019087	0.006686	0.957763	0.095113	0.096188	0.970671	0.013072	0.049338	0.993409	0.997702	0.158938	0.955505	0.0	0.0001	1.000002	0.0001	0.985571
GSM2261983	0.999998	0.0058	0.994398	0.631066	0.145712	0.684334	0.138348	0.797359	0.763905	0.0	0.997676	0.9999	0.9999	0.136512	0.048259	1.0	0.0	0.8469	0.979938	0.009558	0.0	0.999501	0.990786	0.117506	0.0	0.0	0.456799	0.124905	0.0001	0.237024	0.999999	0.0	0.455099	0.303657	0.166397	0.965682	0.341785	0.770625	0.0001	0.0001	0.001684	0.001	0.958482	0.974	0.0	0.942413	0.213525	0.153799	0.992386	0.153842	0.111286	0.12835	0.122574	0.941234	0.998199	0.991003	0.995953	0.0	0.123209	0.002235	1.000001	0.971807	0.805823	0.0	1.000001	0.85177	0.869317	0.84725	0.972835	0.992401	0.956392	0.0	0.118613	0.11739	0.923089	0.0013	0.13225	0.914916	0.974001	0.863682	0.817758	0.999901	0.999001	0.0	1.000001	0.659541	0.025985	0.0	0.973375	0.148822	0.170366	0.974361	0.256386	0.001	0.9973	0.9972	0.0	0.859733	0.0005	0.115236	0.975187	0.0007	0.967452
synth_187_Group_4	0.955763	0.009433	0.527901	0.9977	0.004488	0.96	0.0	0.967648	0.909137	0.0	0.989272	0.9951	0.9953	0.0011	0.0002	0.9998	0.0	0.386073	0.9996	0.015631	0.0	0.9994	0.997612	0.0	0.0001	0.00447	0.0128	0.009006	0.0	0.432695	1.000001	0.0001	0.0128	0.0003	0.0002	0.998901	0.5531	0.8228	0.0033	0.0	0.0	0.0007	0.9995	0.7547	0.0026	0.9994	0.279525	0.175731	0.9993	0.893126	0.0	0.0011	0.0	0.465725	0.9993	0.9997	0.9993	0.011148	0.419729	0.0	1.0	0.9994	0.9995	0.0048	0.9999	0.7547	0.9994	0.7547	0.9999	0.571972	0.9993	0.0	0.0	0.0	0.999301	0.0001	0.025265	0.597706	0.754701	0.754701	0.999501	0.995101	0.999601	0.0001	0.962268	0.0002	0.0004	0.077962	1.0	0.167716	0.181282	0.9994	0.0001	0.0007	0.9998	0.792912	0.002714	0.9989	0.0	0.0	0.9994	0.0005	0.999
synth_80_G3-G4	0.971806	0.0021	0.133	0.982397	0.420225	0.9962	0.053461	0.995222	0.98851	0.0	0.9996	1.0	1.0	0.0013	0.019719	1.0	0.0	0.85164	1.0	0.0	0.0	1.0	0.623456	0.0	0.0	0.0	0.8225	0.072728	0.0	0.175653	0.989101	0.0	0.833248	0.0007	0.0013	0.660458	0.9984	0.9996	0.0113	0.0	0.0	0.0028	0.95681	0.877	0.01094	0.993297	0.144215	0.146005	0.9987	0.231113	0.0	0.0013	0.0	0.705797	0.9989	0.856889	0.995333	0.0014	0.094496	0.0	1.0	1.0	0.964366	0.0	0.9992	0.877	0.9987	0.877	1.0	0.9995	1.0	0.0	0.0	0.081229	0.952833	0.026634	0.418928	0.833832	0.877	0.877	0.95582	0.988187	1.0	0.0	0.972132	0.0	0.0	0.0	1.000001	0.140151	0.104345	1.000001	0.0	0.0029	1.000001	1.000001	0.0118	0.998501	0.0	0.0	1.000001	0.0	1.000001
synth_130_G3-G4	0.9163	0.0	0.8892	0.616788	0.048279	1.0	0.045471	1.0	1.0	0.0002	0.951759	0.994576	0.993901	0.023812	0.289492	0.999482	0.0002	0.997901	0.996318	0.005553	0.0004	0.954099	0.985946	0.0001	0.003892	0.005185	0.2903	0.0001	0.000295	0.0028	0.892013	0.0002	0.2903	0.023799	0.020887	0.994959	0.9477	0.9901	0.0115	0.00028	0.0	0.026	0.704755	0.8386	0.0014	0.707303	0.0003	0.0003	0.97691	0.081321	0.0004	0.023035	0.0	0.025409	0.978217	0.9755	0.977396	0.012018	9.4e-05	0.000434	0.9995	0.9976	0.714103	0.004575	0.997995	0.8386	0.976898	0.8386	0.99627	0.945049	0.9943	0.0	0.0	0.0	0.97555	0.002748	0.0043	0.00091	0.8386	0.8386	0.704411	0.995	0.9779	0.000308	0.9969	0.0002	0.0013	0.0038	0.994578	0.0002	0.0002	0.994073	0.003668	0.025912	0.996477	0.9966	0.0014	0.9757	0.0022	0.0002	0.9976	0.0027	0.9951
synth_32_Group_3	0.977822	0.001831	0.299501	0.962501	0.003796	0.94078	0.048203	0.9593	0.995701	0.0	1.0	1.0	1.0	0.0001	0.398159	0.9999	0.0	0.982	1.0	0.0	0.0	0.9998	1.0	0.0	0.0	0.0	0.729001	0.0	0.0	0.002756	1.0	0.0	0.729001	0.126219	0.126284	0.9999	0.6675	0.7318	0.0	0.0	0.0	0.0	0.657016	0.9995	0.0	0.688254	0.002726	0.0022	1.0	0.300514	0.0	0.0001	0.0	0.017842	0.974701	0.9893	1.0	0.0	0.0	0.0	1.0	1.0	0.68104	0.0	1.0	0.9995	1.0	0.9989	0.9997	0.709827	0.922547	0.0	0.0	0.0	0.885755	0.010266	0.0006	0.630834	0.9995	0.9995	0.651265	1.0	1.0	0.0	0.913858	0.0	0.40406	0.0	0.9997	0.002	0.003913	0.875738	0.0	0.0	1.0	1.0	0.0	0.9997	0.0	0.0	1.0	0.0	0.9999
GSM2262072	0.988554	0.0004	0.307601	0.999101	0.078971	1.000001	0.0001	1.000001	0.997518	0.0	1.0	1.0	1.0	0.0006	0.087793	0.9999	0.0	0.9984	0.9999	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.5916	0.0003	0.0	0.0006	0.9916	0.0	0.5916	0.0004	0.0014	1.0	0.7991	0.9107	0.0001	0.0	0.0	0.0001	0.77285	0.9995	0.0	0.911285	0.000586	0.000801	0.999799	0.863336	0.000501	0.000501	0.0003	0.013241	0.999147	0.999699	0.9999	0.0	0.0003	0.0	0.9999	1.0	0.922103	0.0	1.0	0.9992	0.9995	0.999	1.0	0.801048	0.9994	0.0	0.0003	0.0	0.645775	0.0027	0.0013	0.060351	0.999501	0.999501	0.832899	1.000001	0.999901	0.0001	1.000001	0.0	0.0005	0.0	0.9996	0.000504	0.0008	0.9996	0.0	0.0001	1.0	1.0	0.0	0.9993	0.0	0.0	1.0	0.0	1.0
synth_103_G3-G4	0.9991	0.0	0.0312	0.9967	0.0001	0.768634	0.0	0.9999	0.9999	0.0	0.9996	0.999436	0.9995	0.0029	0.11599	1.0	0.0002	0.9996	1.0	0.0001	0.0003	0.9999	0.883581	0.0	0.0001	0.0005	0.1031	0.0	0.000304	0.0	0.9992	0.000486	0.1027	0.020697	0.028645	0.764251	0.9029	0.9527	0.0004	0.0002	0.0	0.0022	0.9739	0.8859	0.0	0.9748	0.0	0.0	0.9978	0.951676	0.0	0.0029	0.0	0.884709	0.9981	0.9957	0.9978	0.0	0.0	0.0	1.0	0.9996	0.974835	3.9e-05	0.9999	0.8882	0.9978	0.883858	0.9997	0.970848	0.9777	0.0	0.0	0.06957	0.996899	0.003043	0.0009	0.844271	0.887999	0.885899	0.972699	0.999599	0.997799	0.0001	0.978742	0.0	0.0342	0.0	0.9998	0.0	0.0	0.975961	0.0	0.0022	0.9998	0.704515	0.0	0.997	0.0	0.0	0.9996	0.0001	0.9998
GSM2262103	0.947597	0.002531	0.0265	0.951362	0.0037	0.933134	0.003535	0.978288	0.910072	0.0	0.9998	0.9997	0.9998	0.0012	0.030723	1.0	0.0	0.9986	0.9998	0.0	0.0	0.9953	0.995408	0.0	0.0	0.0	0.5378	0.0006	0.0001	0.216369	1.0	0.0	0.5378	0.0	0.0	0.9992	0.585507	0.904496	0.0002	0.0	0.0	0.0003	0.962923	0.9606	0.066299	0.969034	0.0007	0.0007	0.999001	0.860016	0.0009	0.0012	0.0	0.935252	0.999001	0.999501	0.999101	0.0	0.510985	0.0	1.0	0.9996	0.962787	0.0	1.0	0.9606	0.999	0.9606	0.999613	0.857915	1.0	0.0	0.0	0.0	0.999299	0.0024	0.067916	0.555643	0.960599	0.960599	0.960699	0.930158	0.999199	0.0	0.92281	0.0	0.0	0.198357	1.0	0.0006	0.081168	1.0	0.0	0.0003	0.9998	0.9998	0.069045	0.9986	0.0034	0.0	0.9996	0.0002	0.9994
GSM2261749	0.980001	0.0046	0.425801	0.875962	0.003626	0.777563	0.003162	0.974649	0.999101	0.0	1.0	1.0	1.0	0.0001	0.041608	1.0	0.0	0.9993	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.347001	0.0003	0.0	0.0005	0.999	0.0	0.347001	0.347006	0.342073	1.0	0.9691	0.9939	0.0	0.0	0.0	0.0001	0.9998	0.92	0.0	0.9726	0.0005	0.0005	0.9999	0.426814	0.0	0.0001	0.0	0.950074	0.9999	0.9999	0.9999	0.0	0.000365	0.0	0.999999	0.999999	0.999799	0.0	0.999999	0.919999	0.999899	0.919999	0.999999	0.999599	0.378064	0.0026	0.0	0.0	0.9999	0.0	0.098494	0.916472	0.92	0.92	0.9998	1.0	0.9999	0.0	1.0	0.0	0.304141	0.0003	0.785516	0.0005	0.0005	0.706618	0.0024	0.0001	0.999999	0.946866	0.0	0.999899	0.0	0.0	0.999999	0.0	0.999999
GSM2262246	0.963211	0.0268	0.594181	0.339883	0.082031	0.827751	0.0	0.993571	0.996701	0.000126	0.9993	0.9994	0.9994	0.0009	0.036	0.9999	0.0	0.9986	0.9993	0.0	0.0	0.9988	0.624741	0.0	0.00054	0.0006	0.7643	0.0001	0.0	0.0021	1.0	0.0	0.7643	0.074923	0.04149	0.9991	0.8184	0.9427	0.0007	0.0	0.0	0.006769	0.9402	0.9909	0.0	0.9402	0.0019	0.0002	0.9992	0.655325	0.0001	0.0009	0.0001	0.302138	0.9992	0.9992	0.9526	0.086983	0.0001	0.0	0.9998	0.9993	0.9401	0.000277	0.9949	0.9932	0.9991	0.9932	0.9994	0.916631	0.9987	0.001478	0.0001	0.0001	0.884491	0.200997	0.0004	0.906293	0.9909	0.9801	0.9401	0.9995	0.9992	0.0001	0.755541	0.0006	0.0003	0.0001	0.9992	0.0001	0.0001	0.999	0.0001	0.0069	0.9994	0.9996	0.0	0.9991	0.0	0.0	0.9992	0.0007	0.9989
GSM2261685	0.999501	0.0	0.835001	0.971785	0.066599	0.999901	0.052798	0.999701	0.997901	0.0	0.9992	0.9996	0.9997	0.008672	0.0232	0.9999	0.0002	0.999493	0.9985	0.0009	0.0001	0.9958	0.9954	0.0	0.0017	0.0004	0.4413	0.0001	0.0002	0.018168	0.9998	0.0002	0.443991	0.071206	0.0037	0.9992	0.7106	0.9314	0.0016	0.0	0.0	0.0023	0.9751	0.8227	0.0	0.9752	0.0041	0.000455	0.9977	0.014603	0.0	0.008372	0.0	0.643595	0.9976	0.9972	0.9976	0.066049	0.0015	0.0001	0.9999	0.9999	0.9752	0.0003	0.9984	0.8271	0.9977	0.833921	0.9998	0.869197	0.93875	0.0	0.0	0.0	0.997697	0.0004	0.0018	0.519601	0.8268	0.8227	0.9751	0.9997	0.9977	0.0001	1.0	0.002938	0.0014	0.002	0.999523	0.0003	0.0004	0.9982	0.0001	0.0024	0.9999	0.9997	0.0	0.9905	0.0027	0.0	1.0	0.0001	0.9996
synth_170_Group_3	0.951534	0.023351	0.52987	0.802037	0.393488	0.392783	0.001659	0.998401	0.941651	0.0	1.0	1.0	1.0	0.0065	0.085224	1.0	0.0	0.9984	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.806199	0.0008	0.0	0.010777	0.999999	0.0	0.806199	0.03196	0.043375	0.999999	0.9731	0.9877	0.0	0.0	0.0	0.0	0.947	0.9991	0.0	0.919568	0.0101	0.001	0.999899	0.20226	0.001051	0.0056	0.0008	0.024968	0.999499	0.768419	0.999999	0.0	0.0008	0.0	1.0	1.0	0.959277	0.0	1.0	0.9982	0.9991	0.9982	1.0	0.9753	0.979691	0.0	0.0008	0.0	0.994199	0.059793	0.262441	0.471391	0.999099	0.999099	0.947099	0.999999	0.999899	0.0	0.999999	0.0	0.123916	0.0015	1.0	0.0008	0.001487	0.9874	0.0	0.0	1.0	1.0	0.0	0.993	0.0	0.0	1.0	0.0	1.0
synth_99_Group_4	0.986437	0.0013	0.924799	0.880718	0.464173	0.999499	0.016134	0.999599	0.984099	0.0	0.9974	0.9996	0.9996	0.004	0.247608	0.9988	0.0	0.7816	1.0	0.0002	0.0001	0.9928	0.780271	0.0005	0.00627	0.0001	0.0463	0.189275	0.0001	0.445447	0.999901	0.0	0.0439	0.055869	0.015392	0.995801	0.853533	0.988	0.0005	0.0	0.0003	0.0008	0.778573	0.9868	0.0	0.626836	0.313552	0.197513	0.997301	0.933499	0.002751	0.004	0.0004	0.860515	0.997401	0.999501	0.997201	0.0002	0.386165	0.0002	0.999098	0.999698	0.507315	0.0001	0.993809	0.992919	0.995898	0.993498	0.999798	0.900281	0.560467	0.096703	0.0004	0.343894	0.997201	0.000297	0.185344	0.980352	0.988701	0.986101	0.787894	0.999801	0.998501	0.001122	1.000001	0.0	0.0008	0.0001	0.9998	0.191866	0.192498	0.9993	0.0	0.0008	0.999969	0.850677	0.0	0.9961	0.0	0.0008	1.0	0.0	0.9999
GSM2261861	0.961999	0.0	0.766799	0.998743	0.358362	0.9997	0.0	0.9998	0.999	0.401245	1.0	1.0	1.0	0.0211	0.0006	1.0	0.0	0.9937	1.0	0.01177	0.0	0.425062	0.43021	0.0114	0.0	0.0	0.2418	0.010534	0.0	0.0052	0.99644	0.0	0.2418	0.567426	0.589204	0.725108	0.805197	0.8737	0.0	0.0	0.0068	0.037513	0.9984	0.9289	0.0	0.9984	0.015093	0.009339	1.0	0.002701	0.0009	0.019648	0.0014	0.734702	1.0	1.0	1.0	0.0	0.0012	0.0102	1.0	0.850636	0.9973	0.0	1.0	0.9234	0.999076	0.853776	0.715531	0.9881	0.701299	0.150017	0.0013	0.230149	1.0	0.004003	0.015738	0.701819	0.877423	0.638193	0.998	1.0	1.0	0.0	1.0	0.0	0.160798	0.0	0.776725	0.00843	0.056562	0.789188	0.0	0.037672	0.999999	0.999999	0.0	0.977421	0.158012	0.0115	0.86171	0.0	0.712256
synth_119_Group_4	0.988699	0.0056	0.9657	0.572664	0.064958	0.637672	0.000732	0.655954	0.914425	0.0	0.978872	0.996781	0.99673	0.023597	0.360865	0.997901	0.001127	0.979838	0.999701	0.0006	0.001144	0.999194	0.99775	0.0	0.00053	0.0021	0.7456	0.003198	0.001927	0.0113	0.998437	0.001101	0.7456	0.0068	0.008682	0.9998	0.9307	0.9807	0.006685	0.0002	0.0	0.016756	0.652022	0.8621	0.0	0.647293	0.006864	0.006432	0.979428	0.143711	0.009911	0.019829	0.0027	0.181996	0.983425	0.882063	0.978991	0.0	0.003353	0.0	0.998099	0.999799	0.703532	0.0016	0.999399	0.8597	0.976732	0.8596	0.999499	0.938282	0.999299	0.0	0.0025	0.0006	0.929754	0.002	0.008042	0.512463	0.862099	0.862099	0.638293	0.997199	0.983436	0.0016	0.999999	0.0	0.0009	0.0009	0.999501	0.0061	0.006128	0.999401	0.0	0.018379	0.999501	0.921958	0.0	0.975498	0.0	0.0	0.999801	0.0002	0.999746
synth_16_Group_4	0.889954	0.0004	0.0035	0.951335	0.220772	0.643067	0.016843	0.648963	0.987529	0.0008	0.988915	0.99762	0.9977	0.042965	0.201771	0.99644	0.0004	0.72331	0.999	0.229949	0.000399	0.830892	0.837777	0.0093	0.0003	0.0006	0.964699	0.266584	0.001	0.260627	0.999399	0.0005	0.968299	0.167873	0.23139	0.998599	0.666789	0.804418	0.001165	0.0005	0.0013	0.01	0.777682	0.836899	0.040895	0.760049	0.256007	0.256973	0.986002	0.233022	0.024699	0.040738	0.066272	0.433737	0.989716	0.976945	0.987806	3.1e-05	0.0157	0.234771	0.996778	0.884765	0.694849	0.0004	0.9997	0.78151	0.960288	0.778727	0.9979	0.941844	0.9998	0.0	0.063447	0.008	0.995198	0.124921	0.303613	0.033102	0.825814	0.836898	0.724231	0.954389	0.986899	0.003378	0.589968	0.025874	0.0001	0.0002	0.998044	0.250607	0.294151	0.999202	0.0	0.009917	0.998802	0.999002	0.042995	0.956406	0.0	0.008785	0.890502	0.099115	0.997802
GSM2262309	0.978355	0.0048	0.689699	0.576497	0.527505	0.686577	0.014098	0.743526	0.968137	0.075306	0.923315	0.977798	0.977902	0.09446	0.289733	0.9998	0.014734	0.9831	0.813091	0.002475	0.015144	0.959209	0.795366	0.0003	0.0001	0.013943	0.1814	0.0004	0.016165	0.053148	0.978507	0.015912	0.1814	0.42241	0.392542	0.974638	0.554428	0.88527	0.005656	0.0004	0.0001	0.094174	0.638665	0.7156	0.011981	0.633647	0.02457	0.001047	0.910897	0.07578	0.0022	0.093221	0.0003	0.823768	0.912202	0.963	0.921998	0.0003	0.225142	0.0001	0.999901	0.995895	0.641344	0.008765	0.999901	0.7151	0.911058	0.695873	0.988352	0.871291	0.999801	0.013446	0.0003	0.132034	0.908904	0.012379	0.013606	0.602723	0.656506	0.704701	0.651917	0.970127	0.9213	0.0	0.976414	0.597404	0.000261	0.001702	0.999001	0.001	0.002082	0.998101	0.0001	0.094201	0.991158	0.997998	0.012682	0.9045	0.0	0.0003	0.996328	0.0001	0.982762
synth_55_Group_3	0.9859	0.0	0.4292	0.429818	0.001	0.936425	0.003737	0.999	0.801612	0.0	0.977538	0.999181	0.998974	0.162085	0.343678	0.9999	0.0001	0.959373	0.9995	0.0049	0.0	0.9999	0.9972	0.0	0.0001	0.0002	0.685	0.0	0.0002	0.002822	0.9998	0.0002	0.6896	0.094063	0.161361	0.9999	0.6481	0.855855	0.0	0.0	0.0	0.023489	0.9772	0.9788	0.002112	0.976499	0.0	0.0	0.957537	0.852158	0.0076	0.155005	0.0	0.92817	0.90009	0.956929	0.943967	0.0	0.0	0.0	0.999999	0.922786	0.977199	0.0001	0.998999	0.979299	0.959299	0.583163	0.999499	0.963867	0.81769	0.427525	0.0	0.0	0.938171	0.01107	0.083626	0.916219	0.979199	0.703919	0.977199	0.997399	0.999299	0.0	0.998331	5.9e-05	0.086412	0.0	0.9997	0.0	0.0	0.9957	0.0	0.023561	0.9994	0.9996	0.002045	0.830899	0.0	0.0	0.927744	0.00606	0.9999
synth_46_Group_3	0.996726	0.0	0.809401	0.998801	0.100402	0.997701	0.111865	0.998001	0.998701	0.0	1.0	1.0	1.0	0.011318	0.264688	0.9995	0.0	0.9972	1.0	0.0	0.0	1.0	0.9794	0.0	0.0	0.0	0.4015	0.001618	0.0	0.0023	1.0	0.0	0.4015	0.06546	0.062459	1.0	0.939	0.9847	0.0	0.0	0.0	0.0	0.9943	0.9819	0.0	0.731694	0.0023	0.001819	0.999902	0.927011	0.0017	0.010663	0.0015	0.0244	1.000002	0.999702	1.000002	0.0	0.001525	0.0	0.9994	1.0	0.9934	0.0	0.9884	0.9827	0.9986	0.979984	1.0	0.939	0.94838	0.0	0.0014	0.0	0.999498	0.370799	0.324681	0.54685	0.982498	0.981898	0.993398	0.999998	0.999998	0.0005	0.999998	0.0	0.470232	0.021379	1.0	0.0017	0.0017	0.948281	0.0	0.0	1.0	1.0	0.0	0.987376	0.0	0.0	1.0	0.0	1.0
synth_122_G3-G4	0.975821	0.0021	0.7306	0.999979	0.0168	0.9975	0.0005	0.9977	1.0	0.0	0.995	0.9999	0.9999	0.04095	0.177903	0.996135	0.0	0.9872	1.0	0.0	0.0	0.9999	0.888579	0.0	0.0	0.0001	0.4266	0.0043	0.0	0.0056	1.0	0.0	0.397363	0.14353	0.148594	0.973676	0.7861	0.8916	0.0007	0.0	0.0	0.012906	0.9904	0.9234	0.0	0.9904	0.0046	0.0051	0.9852	0.933658	0.0059	0.037969	0.0034	0.948497	0.9927	0.881962	0.980869	0.0	0.0053	0.0	1.0	1.0	0.9869	0.0	1.0	0.9456	0.981725	0.929165	1.0	0.983201	0.850136	0.0	0.0031	0.058057	0.868643	0.005491	0.009238	0.902082	0.948402	0.923402	0.985902	0.999902	0.999602	0.0	1.000002	0.0	0.166707	0.0	1.000002	0.004318	0.008701	0.848256	0.0	0.013125	1.000002	0.615726	0.0001	0.956101	0.0	0.0	1.000002	0.0	1.000002
synth_23_Group_3	0.85884	0.0	0.373	0.9972	0.0001	0.9999	0.0	0.9998	0.9998	0.0001	0.993118	0.9944	0.9949	0.0208	0.0602	0.9981	0.0012	0.994576	0.988527	0.144203	0.0011	0.9933	0.9941	0.0015	0.00427	0.0045	0.1171	0.002	0.0013	0.0029	0.999138	0.001085	0.115774	0.0036	0.008816	0.97545	0.7147	0.8347	0.068271	0.0024	0.0001	0.0144	0.936406	0.7715	0.0002	0.9389	0.0024	0.002613	0.9856	0.932322	0.0016	0.02	0.000738	0.439371	0.9855	0.9856	0.9832	0.098184	0.004153	0.0006	0.998	0.9984	0.9366	0.003527	0.9984	0.7709	0.9844	0.7707	0.992931	0.694158	0.988638	0.0	0.0008	0.00153	0.984101	0.0004	0.144538	0.270597	0.771501	0.771501	0.928383	0.995019	0.985701	0.001894	0.999801	0.0029	0.0025	0.003238	0.9904	0.0024	0.0034	0.9917	0.0082	0.0145	0.9932	0.993443	0.0002	0.978379	0.00213	0.0014	0.9986	0.0021	0.9846
